Period,Days,Total_Return,CAGR,Ann_Sharpe,Ann_Vol,Max_Drawdown,Profitable_Days_Pct,Avg_Win_Pct,Avg_Loss_Pct,Win_Loss_Ratio,Avg_Holding_Period_All,Avg_Holding_Period_Long,Avg_Holding_Period_Short
7,1165,-0.06185626377888076,-0.013697156548330924,0.056182385986376995,0.23080865421042598,-0.3410564245611233,0.5158798283261803,0.01023504032031134,-0.010975334819415646,0.932549256010422,6.573863636363637,8.272727272727273,4.875
8,1165,-0.18463023136000067,-0.04313006490538629,-0.07525429592622747,0.2307940943148293,-0.3797483720463206,0.5167381974248927,0.01009711706894327,-0.011136994859678642,0.9066285112063546,7.225,9.225,5.225
9,1165,-0.12098571492513255,-0.027469298681371268,-0.004901577362321682,0.2307672490329345,-0.37844022305811964,0.5167381974248927,0.01015288398991268,-0.011082002470892062,0.916159693753922,8.076923076923077,10.43661971830986,5.75
10,1165,-0.056674082528326286,-0.01252290328555572,0.06116902451822486,0.23066567481457936,-0.3416498256020115,0.5158798283261803,0.010216256675774145,-0.011004966274719558,0.9283314842356923,8.742424242424242,11.303030303030303,6.181818181818182
11,1165,-0.2795846976755041,-0.06838082669631729,-0.19207745111787522,0.23039645552167076,-0.42566058728135725,0.5081545064377683,0.010124040463886987,-0.011067890593360536,0.9147217691111121,8.604477611940299,11.149253731343284,6.059701492537314
12,1165,-0.09962714394714778,-0.022413042588386167,0.01718355376969192,0.23038313452211148,-0.38751307999891205,0.5158798283261803,0.010151208636312964,-0.0110592268921034,0.9178949609543876,9.442622950819672,12.327868852459016,6.557377049180328
13,1165,-0.058928104222795374,-0.013033028922591172,0.058598927927052576,0.2303778007529242,-0.3839829833235002,0.5133047210300429,0.010236606305857592,-0.010976594846458191,0.9325848725445696,9.134920634920634,11.904761904761905,6.365079365079365
14,1165,0.030876421748843308,0.006589927179833532,0.14414742577165418,0.23033775904530002,-0.35202324170326105,0.511587982832618,0.010340436920654502,-0.01086691551697469,0.9515521588901836,9.274193548387096,12.096774193548388,6.451612903225806
15,1165,0.07497896702269147,0.01573935933771109,0.18349084694358692,0.23033085787264762,-0.3179773172960203,0.5107296137339056,0.010391787457639539,-0.010827718307924372,0.9597393617115257,9.575,12.416666666666666,6.733333333333333
16,1165,0.11701964426728084,0.02419102222323155,0.21952515348210702,0.22995877172900994,-0.2642899734052643,0.5133047210300429,0.010348112823553407,-0.010846618593555426,0.954040444429547,10.070175438596491,13.140350877192983,7.0
17,1165,0.11071243825090549,0.022939129152268478,0.21419380813915104,0.22994335061877633,-0.29128952247861917,0.5141630901287554,0.010321154514083027,-0.010886063497495843,0.9481071386784797,10.923809523809524,14.30188679245283,7.480769230769231
18,1165,0.08446621848288371,0.017668980744917073,0.19169907280838047,0.22973909881549678,-0.3301836137514549,0.5133047210300429,0.010300678310029463,-0.010888856380831667,0.9459834852962511,11.235294117647058,14.980392156862745,7.490196078431373
19,1165,0.00892753165229454,0.001921602417919388,0.12360426590612852,0.229454550048635,-0.33559338135483485,0.511587982832618,0.010253472091929455,-0.010912323757477298,0.9396231563330966,10.904761904761905,14.528301886792454,7.211538461538462
20,1165,-0.1594562460531047,-0.03682478632706698,-0.04860518094305305,0.2293348458537821,-0.4191588829389429,0.5090128755364807,0.010137585618023581,-0.011023855254482842,0.9196043837659371,11.106796116504855,14.75,7.392156862745098
21,1165,0.019361891035426293,0.0041507186797240525,0.13329730825677907,0.22932040127622427,-0.3711406528057727,0.5133047210300429,0.010210749803450169,-0.010964545944547965,0.9312514950541463,12.031578947368422,15.979166666666666,8.0
22,1165,0.027503701213037024,0.005877680122206241,0.14078678990997623,0.22925343787863806,-0.3652382386997086,0.5150214592274678,0.010173438719966104,-0.01100711911136769,0.9242598918966366,13.435294117647059,17.976744186046513,8.785714285714286
23,1165,0.15179952599211588,0.03099650163536949,0.24852836443569287,0.22922891557859237,-0.3629596855729891,0.5158798283261803,0.010248665467903192,-0.010938915124585433,0.9368996240650145,13.74698795180723,18.476190476190474,8.902439024390244
24,1165,0.13719484777089197,0.028158657261238007,0.23648472572663096,0.22921038197230917,-0.37973845105911597,0.5141630901287554,0.01026662184970852,-0.010924290830346158,0.9397975584089427,14.074074074074074,18.926829268292682,9.1
25,1165,0.08508121829205395,0.017793608732829647,0.19221674762040913,0.22921899791227993,-0.36938608198160383,0.5133047210300429,0.010244400103723574,-0.010967523017816146,0.9340668888574113,14.417721518987342,19.45,9.256410256410257
26,1165,0.19850500205653088,0.03988647275513357,0.2860578877884198,0.22919612211126586,-0.34088786009007743,0.5175965665236052,0.010239996141635933,-0.01099553787640606,0.9312865142876413,16.028169014084508,21.666666666666668,10.228571428571428
27,1165,0.24655928833218432,0.048754060295716606,0.32317707658886313,0.22917155332681094,-0.3408878600900772,0.5184549356223176,0.010251017935140199,-0.010994775267368471,0.9323535666585493,17.49230769230769,23.666666666666668,11.125
28,1165,0.1722846171787047,0.03492981203879131,0.26518591525497626,0.22917232589131697,-0.36146404344996563,0.5167381974248927,0.010229403641184865,-0.011026538811056977,0.9277075804537344,16.463768115942027,22.314285714285713,10.441176470588236
29,1165,0.14857784505977079,0.030372930276834964,0.2458989009738484,0.22917335628524452,-0.3795962762430619,0.5167381974248927,0.010210186448031408,-0.011063927115825482,0.9228356569185175,16.44927536231884,22.228571428571428,10.5
30,1165,0.2838983176810641,0.05546109838516511,0.35106437749086367,0.22913392638435934,-0.34488359660203805,0.5201716738197425,0.010230711335316426,-0.011058694805412734,0.9251282827977992,16.925373134328357,22.91176470588235,10.757575757575758
31,1165,0.24913400781407602,0.04922156491759022,0.32514468575215993,0.22913287131103113,-0.33647513900630444,0.5201716738197425,0.010204448774039395,-0.011101663689691085,0.9191819405874422,17.984126984126984,24.375,11.387096774193548
32,1165,0.20246234431738164,0.04062716008753631,0.28918781844553193,0.2291339361977715,-0.3364751390063033,0.5201716738197425,0.010169425309751814,-0.011154929570247194,0.9116530270953973,17.415384615384614,23.78787878787879,10.84375
33,1165,0.2797168982708378,0.05471767344898448,0.3481516412417329,0.2287993624443019,-0.3465668971719268,0.5218884120171674,0.010165579661933497,-0.011134899317315873,0.9129476048449771,17.952380952380953,24.5,11.193548387096774
34,1165,0.21975537278124824,0.043841611937344815,0.30276956034208313,0.22880858688064235,-0.3535918006246559,0.51931330472103,0.010173866033146683,-0.01113535043881438,0.9136547690213449,17.936507936507937,24.5,11.161290322580646
35,1165,0.19886873152080442,0.039954631175594724,0.28644525901544043,0.22878081850440599,-0.35942347431637867,0.5184549356223176,0.010169561580762966,-0.011143996678754374,0.9125596385137899,17.92063492063492,24.40625,11.225806451612904
36,1165,0.18302798716755575,0.03697112903944655,0.27397045370290224,0.22820838471391677,-0.35942347431637933,0.5167381974248927,0.010162831177318721,-0.0111028238677231,0.9153375121857944,17.625,24.4375,10.8125
37,1165,0.19861029963892762,0.03990620589245708,0.28637766677519544,0.2281969196035983,-0.3594684554641663,0.5150214592274678,0.01020411310555903,-0.011065306954462662,0.9221717162978194,17.075757575757574,23.818181818181817,10.333333333333334
38,1165,0.22497248116444757,0.044804357257323346,0.3071487815886883,0.2277618165609475,-0.34615292511197515,0.5141630901287554,0.010213813376351273,-0.011016469543652646,0.9271403452693391,17.323076923076922,23.848484848484848,10.59375
39,1165,0.27511089346752704,0.053896552839798106,0.3453150534120819,0.22762831840603526,-0.3747769482886011,0.5133047210300429,0.010250905966843785,-0.010963225493676511,0.935026463950451,16.544117647058822,23.08823529411765,10.0
40,1165,0.19923162624041102,0.040022617020579965,0.2871068797604438,0.2272442726746026,-0.38332183392967356,0.511587982832618,0.01020914389575818,-0.010973488644159476,0.9303462396338187,17.03030303030303,23.757575757575758,10.303030303030303
41,1165,0.11349836688035131,0.023492782809763524,0.21648616847373117,0.22713271255892073,-0.3955776772689277,0.5081545064377683,0.010201545675922073,-0.010966030768779122,0.930286070778355,16.514705882352942,23.08823529411765,9.941176470588236
42,1165,0.1952202261906908,0.03927021054143842,0.28397010637876535,0.22700938288788192,-0.38612541091422226,0.5090128755364807,0.010231254676548543,-0.010926356987034,0.9363829763835911,17.53125,24.5625,10.5
43,1165,0.15637044915579645,0.03187888291455887,0.25251536130973057,0.22663449720681608,-0.34346967363945236,0.5064377682403434,0.010230936908398894,-0.01088996910318953,0.9394826386975135,16.984848484848484,23.87878787878788,10.090909090909092
44,1165,0.17097325662038165,0.034679640965447955,0.26460993513862263,0.22588765324345983,-0.323916119297708,0.5055793991416309,0.010224806983010773,-0.010841667671839247,0.9431027857060458,17.5,24.71875,10.28125
45,1165,0.3226954311313701,0.06226995305784988,0.3812291934348968,0.22584998127080552,-0.21353549783654935,0.5047210300429185,0.010343269540551236,-0.010724147208902617,0.9644841066676895,17.484375,24.65625,10.3125
46,1165,0.2753826760413618,0.05394506850257352,0.34646917742724254,0.22560707456434037,-0.21694326162800115,0.5047210300429185,0.010292492602802857,-0.010757322240763798,0.9567894660439272,18.327868852459016,25.580645161290324,10.833333333333334
47,1165,0.24421237798777984,0.0483272601158502,0.3227540790450104,0.22558261889596898,-0.22100221537002385,0.5030042918454936,0.010299563250486993,-0.01075274125260468,0.9578546538532292,18.016129032258064,25.612903225806452,10.419354838709678
48,1165,0.25062948423184417,0.04949275926990859,0.32771382737686955,0.22552642816036267,-0.23588314772272445,0.5004291845493563,0.010347763781759962,-0.010697495923870043,0.9673071020920232,18.295081967213115,25.70967741935484,10.633333333333333
49,1165,0.22579651274199652,0.04495612679901462,0.30848620427619367,0.22551744952460365,-0.24634590743351026,0.5012875536480687,0.010308171224963398,-0.010751610004516382,0.9587560579888305,19.56140350877193,27.517241379310345,11.321428571428571
50,1165,0.31040024670768007,0.0601293057513288,0.37252366966769074,0.22548979481540346,-0.19888440286335018,0.503862660944206,0.010308809553297724,-0.010766039074186867,0.9575303862694111,21.84313725490196,30.807692307692307,12.52
51,1165,0.25423002641871917,0.05014465139618429,0.33069249443351284,0.22505232815207316,-0.21283376100755602,0.5030042918454936,0.010262488375190327,-0.010779009396037821,0.9520808451064753,22.26,31.96,12.56
52,1165,0.24991757280677462,0.04936369076022262,0.32738336928201556,0.225047326239639,-0.2128337610075567,0.5021459227467812,0.010274069003984315,-0.010778938353171627,0.9531614958129194,22.24,32.0,12.48
53,1165,0.2918249354490685,0.05686519711739324,0.35919512486738103,0.22486887029401537,-0.21283376100755702,0.503862660944206,0.010251049952122523,-0.010791504778999051,0.9499184925601583,24.68888888888889,34.78260869565217,14.136363636363637
54,1165,0.2961867130944542,0.05763495124184037,0.3624453039962597,0.22485866583275832,-0.22337018826782395,0.503862660944206,0.010250197309362129,-0.010804779310798172,0.9486725285650397,24.666666666666668,34.73913043478261,14.136363636363637
55,1165,0.472221445753537,0.08713030456022985,0.48519793890639995,0.22467537197683501,-0.2233701882678244,0.5081545064377683,0.010256807167967523,-0.010790824632535506,0.9505118948038631,26.404761904761905,38.23809523809524,14.571428571428571
56,1165,0.42085737225044406,0.07882341396319137,0.4509907171943434,0.22468820504420192,-0.2233701882678244,0.5072961373390558,0.010242660465450713,-0.01082354947298159,0.9463310063874215,26.38095238095238,38.333333333333336,14.428571428571429
57,1165,0.3662556045201797,0.06973060636957107,0.41334640226762465,0.22459436710418565,-0.2645479961183499,0.5072961373390558,0.010196736587159937,-0.010868140542770995,0.938222738934155,25.74418604651163,36.68181818181818,14.285714285714286
58,1165,0.36664483880971077,0.0697964254300929,0.41362096398467496,0.22459422683630906,-0.26454799611834945,0.5072961373390558,0.010196736587159937,-0.010888730679767472,0.9364485987431629,25.72093023255814,36.63636363636363,14.285714285714286
59,1165,0.38826415215039,0.0734293608853811,0.42875928280148,0.2245763424313304,-0.26014927576935953,0.5090128755364807,0.010171325694894085,-0.01093238684207106,0.9303847221863586,27.625,40.25,15.0
60,1165,0.48336877408161594,0.08890302680995998,0.4927629709328154,0.2244372542299492,-0.25925752179591477,0.5107296137339056,0.010179850804112439,-0.010916794702507324,0.9324944804333797,29.83783783783784,42.36842105263158,16.61111111111111
61,1165,0.598605414649618,0.10664262345078623,0.5651611091526695,0.22426312353686473,-0.24920797293455954,0.5124463519313305,0.010194003178088221,-0.010890844941093393,0.9360158218417155,29.81081081081081,42.36842105263158,16.555555555555557
62,1165,0.574079465033168,0.10295313135505291,0.5505128204189347,0.22407815337934897,-0.24920797293455954,0.5124463519313305,0.010164168532839838,-0.01090818075765769,0.931793188860063,29.783783783783782,42.36842105263158,16.5
63,1165,0.538931742802873,0.09758639961618187,0.528702467028953,0.22408838261536956,-0.2899805893830566,0.5133047210300429,0.010127720533956674,-0.010973426449320582,0.9229314636344722,31.457142857142856,44.72222222222222,17.41176470588235
64,1165,0.6091137331986483,0.10820984283190627,0.5718009372651004,0.22406448109079177,-0.28998058938305615,0.5133047210300429,0.010162977268265946,-0.01094841979433442,0.9282597360328726,33.333333333333336,47.23529411764706,18.5625
65,1165,0.6389427345166301,0.11261526729258953,0.5896427146861473,0.22400274591053976,-0.28998058938305615,0.5150214592274678,0.010135666973893157,-0.01098551186786423,0.9226394815104508,37.89655172413793,53.53333333333333,21.142857142857142
66,1165,0.5558836947864212,0.10018667032841377,0.539393443467381,0.22401023772753154,-0.2899805893830568,0.5133047210300429,0.010121006894521509,-0.011009548530788137,0.919293544709683,37.86206896551724,53.4,21.214285714285715
67,1165,0.4831150511830178,0.08886279445307244,0.49311234497653744,0.22403065108831866,-0.2899805893830565,0.5133047210300429,0.010079880209399643,-0.011078420206059305,0.9098662103362433,37.827586206896555,53.46666666666667,21.071428571428573
68,1165,0.46600218520782577,0.08613669851433947,0.4819726759611174,0.2239696919687839,-0.28998058938305615,0.5124463519313305,0.010077211412847596,-0.011078420206059305,0.9096253098736856,37.793103448275865,53.4,21.071428571428573
69,1165,0.48382022609071074,0.0889745993571065,0.49373492195777097,0.22389495504762214,-0.2899805893830564,0.5124463519313305,0.010077211412847596,-0.011076549379941021,0.9097789453362464,37.758620689655174,53.333333333333336,21.071428571428573
70,1165,0.501669768920395,0.09179085442501012,0.505438249194235,0.22377879377181967,-0.28998058938305626,0.5124463519313305,0.010074436510451517,-0.011071665506288044,0.9099296311589109,40.51851851851852,57.142857142857146,22.615384615384617
71,1165,0.41959939824225945,0.07861703332811198,0.45107892377436354,0.2238012174873398,-0.2899805893830564,0.5107296137339056,0.010060097913725695,-0.011104739443223292,0.9059283169282198,37.689655172413794,53.333333333333336,20.928571428571427
72,1165,0.5551795476045369,0.10007910399301578,0.53934749340601,0.2237219308923917,-0.2505185349109619,0.511587982832618,0.01011199071734599,-0.011048314172167294,0.9152519162443739,40.44444444444444,57.0,22.615384615384617
73,1165,0.48194290827260877,0.08867685990648644,0.4926976322647351,0.2237176198655382,-0.26921360118290516,0.5098712446351932,0.010099281015345568,-0.011067339402976127,0.9125301617324362,35.193548387096776,49.6875,19.733333333333334
74,1165,0.4391288983127477,0.0818049715430722,0.464371457022159,0.22369422065786548,-0.2524812016136726,0.5090128755364807,0.01008434930940985,-0.011088292629791318,0.9094591607652799,35.16129032258065,49.625,19.733333333333334
75,1165,0.4631689222659974,0.08568295268724024,0.48048570545460545,0.22361719635331945,-0.24915577825866886,0.5098712446351932,0.010071108605096107,-0.011104289855983353,0.9069565668505551,35.12903225806452,49.5,19.8
76,1165,0.5440308584304956,0.09837090782242797,0.5326761050188331,0.22351708206636983,-0.2491557782586692,0.5107296137339056,0.01008873502695923,-0.011082054594380972,0.9103668404660816,37.51724137931034,52.86666666666667,21.071428571428573
77,1165,0.5403197916861027,0.09780015508743478,0.5303729805269306,0.22349765835330634,-0.24608334984498414,0.5107296137339056,0.010081223594877365,-0.01110046650782344,0.9081801731280638,40.25925925925926,56.5,22.76923076923077
78,1165,0.515969792661171,0.09402820127971134,0.5149494782405722,0.22349572618758332,-0.2519844125666787,0.5107296137339056,0.01006418758903796,-0.011134965931801298,0.9038364060275019,40.22222222222222,56.42857142857143,22.76923076923077
79,1165,0.5211124630492574,0.0948287661543965,0.5182379412976734,0.22348868955458592,-0.25198441256667714,0.5107296137339056,0.01006418758903796,-0.011150822996314834,0.9025511024938706,40.18518518518518,56.357142857142854,22.76923076923077
80,1165,0.5976218225277214,0.10649551671927004,0.5657913007305478,0.22345957346219827,-0.21153313064032642,0.5107296137339056,0.010102386548004763,-0.011119723861790387,0.9085105595759081,40.148148148148145,56.214285714285715,22.846153846153847
81,1165,0.6539748110770598,0.11481156426436345,0.5994269122963698,0.2234214209571308,-0.19158198367650192,0.511587982832618,0.010108999322390668,-0.011123100950910745,0.90882923449175,40.111111111111114,56.07142857142857,22.923076923076923
82,1165,0.614069379493352,0.10894614913022105,0.5757735908682146,0.22342001450710913,-0.22034462316621994,0.5107296137339056,0.010100980492654052,-0.0111427606251217,0.9065061013588569,37.310344827586206,52.2,21.357142857142858
83,1165,0.6337575316273123,0.11185400749086871,0.5877817579447906,0.22325707454072513,-0.22034462316621917,0.5098712446351932,0.010112905030436645,-0.011111941754446412,0.9100934160665479,37.275862068965516,52.2,21.285714285714285
84,1165,0.5800317705039857,0.10385266918211822,0.5553560666829087,0.223268013549651,-0.22034462316621917,0.5090128755364807,0.010098929017155334,-0.011142885110279183,0.9063118678159203,34.83870967741935,48.9375,19.8
85,1165,0.5346089071160975,0.0969197257144776,0.5271022685936559,0.2232540446682046,-0.2203446231662196,0.5072961373390558,0.010102026819939682,-0.011142242122291313,0.9066421918555726,32.696969696969695,46.05882352941177,18.5
86,1165,0.522256728899037,0.09500660654356152,0.5193060873710582,0.22322576506956096,-0.22034462316621906,0.5064377682403434,0.010105395703211235,-0.011142242122291313,0.9069445442218718,32.666666666666664,46.0,18.5
87,1165,0.508222780063063,0.09281818665303843,0.5107193978326139,0.22292051773416774,-0.2501253394580041,0.5055793991416309,0.010092980155260356,-0.01112615139277786,0.9071402858864432,32.63636363636363,46.0,18.4375
88,1165,0.38022422180873683,0.07208353619239594,0.4246448559555396,0.22295520442220143,-0.2567965238829105,0.5055793991416309,0.010016563594642813,-0.011238814192217674,0.8912473703479137,32.60606060606061,45.8235294117647,18.5625
89,1165,0.4168977929142672,0.07817332843040137,0.4504335658818865,0.2226199717039278,-0.25679652388290974,0.5055793991416309,0.010016563594642813,-0.011208619986626435,0.8936482463134692,33.59375,48.625,18.5625
90,1165,0.4593203464064195,0.08506550028757354,0.4791562244283586,0.22257913649249095,-0.2559866474723045,0.5064377682403434,0.010018009093395687,-0.01121652152425228,0.8931475833871331,33.5625,48.5625,18.5625
